draft_round,draft_ovr,twitter_username,team,fantasypros_id,sleeper_id,stats_global_id,mfl_id,cbs_id,merge_name,stats_id,rotoworld_id,cfbref_id,nfl_id,height,weight,name,ktc_id,gsis_id,pfr_id,fantasy_data_id,college,sportradar_id,position,birthdate,age,swish_id,draft_pick,yahoo_id,rotowire_id,draft_year,espn_id,pff_id,db_season,fleaflicker_id
,,,FA,14377.0,3016.0,593294.0,13531,1824819.0,jermaine whitehead,28801.0,10872.0,,,71.0,195.0,Jermaine Whitehead,,00-0031512,WhitJe02,17565.0,Auburn,779bef9f-4c2c-409f-9079-784e03645eea,S,1993-03-12,28.2,,,28801.0,10723.0,2016.0,2574557.0,9698.0,2025,
,,,FA,16129.0,3878.0,606529.0,13534,2237885.0,austin traylor,30008.0,12057.0,,,75.0,250.0,Austin Traylor,,00-0033043,,18700.0,Wisconsin,8f9e7e75-ceab-4483-a234-8318f6923f30,TE,1993-09-03,27.7,,,30008.0,11277.0,2016.0,2576449.0,,2025,
,,,FA,16252.0,3894.0,703203.0,13546,2239251.0,garrett griffin,30024.0,12072.0,,,76.0,240.0,Garrett Griffin,,00-0033095,GrifGa00,18716.0,Air Force,3cacaa27-a790-43ae-927c-8163b06f1a53,TE,1994-03-04,29.0,703203.0,,30024.0,11502.0,2016.0,2987440.0,11439.0,2025,
,,,SEA,,,0.0,13555,1984151.0,kache palacio,29736.0,11862.0,,,73.0,237.0,Kache Palacio,,,,,Washington State,,LB,1994-01-30,27.3,,,,11641.0,2016.0,,,2025,
,,,FA,16198.0,3720.0,593546.0,13565,1824675.0,reggie gilbert,29727.0,11856.0,,,75.0,261.0,Reggie Gilbert,,00-0032633,,18528.0,Arizona,b14bcb8f-a563-4b68-8a4f-5ef7da8b181d,LB,1993-04-01,28.1,,,29727.0,11445.0,2016.0,2576755.0,11147.0,2025,
,,,HOU,,3506.0,601609.0,13570,1850833.0,ryan malleck,29857.0,11545.0,,,76.0,219.0,Ryan Malleck,,00-0032650,,18272.0,Virginia Tech,0b6d4047-2c3d-4727-8cd9-0ec66178c7a7,TE,1993-07-22,27.8,,,29857.0,11124.0,2016.0,2577892.0,,2025,
,,,FA,,3834.0,604906.0,13573,2237228.0,kj brent,29953.0,12001.0,,,76.0,190.0,K.J. Brent,,00-0032926,,18654.0,Wake Forest,01a4e683-068c-4ae2-bb93-4940abc7c53a,WR,1993-08-06,27.8,,,29953.0,11512.0,2016.0,2577664.0,11349.0,2025,
,,,BAL,,2885.0,750713.0,13966,2174908.0,robertson daniel,28959.0,10998.0,,,73.0,209.0,Robertson Daniel,,00-0031878,DaniRo01,17353.0,Brigham Young,1bba6a5c-9759-4559-a6c3-4b2ffffa1ab8,CB,1991-10-01,29.6,,,28959.0,10832.0,2016.0,3053794.0,9974.0,2025,
,,,FA,16022.0,3695.0,692334.0,14372,2237671.0,jp holtz,29666.0,11813.0,,,75.0,255.0,J.P. Holtz,,00-0032986,HoltJ.01,18498.0,Pittsburgh,8d3ac8d8-e18f-4485-acc6-55c79adcc2a8,TE,1993-08-28,30.5,692334.0,,29666.0,11364.0,2016.0,2970262.0,11062.0,2025,
,,,FA,,3808.0,699216.0,14394,2237082.0,rolan milligan,29933.0,11986.0,,,70.0,200.0,Rolan Milligan,,00-0032830,,18623.0,Toledo,bc6aa137-cef3-481e-a87a-e06dad32882c,S,1994-08-16,27.5,,,29933.0,11374.0,2016.0,3916678.0,11303.0,2025,
,,,FA,16007.0,3805.0,0.0,14419,2237079.0,jon brown,29915.0,,,,70.0,202.0,Jon Brown,,00-0032835,,18619.0,Louisville,1a59e864-5282-4d94-b678-8537d524e181,PK,1992-12-07,29.2,,,29915.0,11738.0,2016.0,3135726.0,,2025,
,,,BUF,16295.0,3785.0,695076.0,14627,2001496.0,brandin bryant,29813.0,,,,75.0,294.0,Brandin Bryant,,00-0032660,,18598.0,Florida Atlantic,8b1be2ac-e483-4f39-9bf9-a81be33ac92e,DT,1993-09-16,29.4,695076.0,,29813.0,11557.0,2016.0,2982857.0,11280.0,2025,
,,,FA,16213.0,3813.0,0.0,15047,2237109.0,tre roberson,29925.0,,,,72.0,205.0,Tre Roberson,,00-0032849,,18629.0,Illinois State,7ba5935c-0e54-4ad0-b90e-ff4af7d62b85,CB,1992-10-22,29.3,609061.0,,29925.0,11506.0,2016.0,2578317.0,11310.0,2025,
,,,FA,15840.0,3527.0,691302.0,6254,1996809.0,kevin peterson,29924.0,11649.0,,,71.0,185.0,Kevin Peterson,,00-0032848,,18293.0,Oklahoma State,30e539c3-74dd-4a9a-9ebb-4bdd0f0d39f8,CB,1994-03-22,28.9,691302.0,,29924.0,11101.0,2016.0,2977742.0,11302.0,2025,
7.0,254.0,,FA,,2553.0,604904.0,11702,1852846.0,rory anderson,28642.0,10625.0,rory-anderson-1,,77.0,244.0,Rory Anderson,,00-0032072,AndeRo01,17013.0,South Carolina,aa0182e1-9c7d-4329-a8f9-52df8aa00749,TE,1992-10-02,28.6,,37.0,28642.0,10245.0,2015.0,2577661.0,9687.0,2025,
,,DC_CHILLIN_8,FA,13997.0,2564.0,509091.0,12102,2167523.0,duron carter,28373.0,10241.0,,duroncarter/2552616,77.0,211.0,Duron Carter,,,,17028.0,Ohio State,2fb7db72-3527-4e1f-8048-f12798e1f5c4,WR,1991-03-22,30.1,,,28373.0,10125.0,2015.0,2447781.0,,2025,
1.0,1.0,Jaboowins,NYG,13891.0,2306.0,691536.0,12140,1998197.0,jameis winston,28389.0,9376.0,jameis-winston-1,,76.0,231.0,Jameis Winston,413.0,00-0031503,WinsJa00,16762.0,Florida State,fb3b36fc-b985-4807-8199-d038d7e62a93,QB,1994-01-06,31.5,691536.0,1.0,28389.0,10037.0,2015.0,2969939.0,9434.0,2025,
1.0,2.0,,WAS,13890.0,2307.0,607843.0,12141,1880862.0,marcus mariota,28390.0,9385.0,marcus-mariota-1,marcusmariota/2552466,76.0,222.0,Marcus Mariota,23.0,00-0032268,MariMa01,16763.0,Oregon,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,QB,1993-10-30,31.7,607843.0,2.0,28390.0,10074.0,2015.0,2576980.0,9435.0,2025,
5.0,147.0,BrettHundley17,FA,13907.0,2450.0,590420.0,12142,1824723.0,brett hundley,28535.0,10402.0,brett-hundley-1,,75.0,226.0,Brett Hundley,,00-0031589,HundBr00,16907.0,UCLA,e97f5ca9-186e-4346-ae65-1cd757ada455,QB,1993-06-15,29.7,590420.0,11.0,28535.0,9706.0,2015.0,2577189.0,9580.0,2025,
,,,FA,,3957.0,557175.0,12143,1762121.0,blake sims,30082.0,11107.0,,,71.0,218.0,Blake Sims,,,,18790.0,Alabama,40d0e8a7-ca2f-4ea3-8122-948ac7737453,QB,1992-01-03,29.3,,,30082.0,10181.0,2015.0,2515957.0,,2025,
4.0,103.0,b_petty14,FA,13927.0,2408.0,503511.0,12144,1686061.0,bryce petty,28491.0,10419.0,bryce-petty-1,brycepetty/2552369,75.0,226.0,Bryce Petty,,00-0031568,PettBr01,16864.0,Baylor,609ab653-c3d4-4138-a2d9-c697a34174ad,QB,1991-05-31,29.9,,4.0,28491.0,10163.0,2015.0,2466005.0,9536.0,2025,
3.0,89.0,seanmannion4,FA,13930.0,2394.0,557860.0,12145,1737484.0,sean mannion,28477.0,10409.0,sean-mannion-1,,78.0,230.0,Sean Mannion,,00-0032245,MannSe00,16850.0,Oregon State,91ead748-e3b0-4926-bd3b-3e327b44e6bc,QB,1992-04-25,31.8,557860.0,25.0,28477.0,10176.0,2015.0,2517017.0,9522.0,2025,
3.0,75.0,gbg_18,FA,13928.0,2380.0,541469.0,12146,1737770.0,garrett grayson,28463.0,10394.0,garrett-grayson-1,,74.0,220.0,Garrett Grayson,,00-0032148,GrayGa00,16836.0,Colorado State,5b64cbb5-0af6-4efc-a441-31c1f33d2eab,QB,1991-05-29,29.9,,11.0,28463.0,10175.0,2015.0,2575660.0,9508.0,2025,
,,,FA,,,0.0,12147,,taylor kelly,,,,,,,Taylor Kelly,,,,,Arizona State,,QB,,,,,,10514.0,2015.0,,,2025,
,,,FA,,2576.0,557390.0,12148,1749732.0,cody fajardo,28961.0,10631.0,,,74.0,225.0,Cody Fajardo,,,,17041.0,Nevada,1e2cb733-dd43-40da-90a8-dbfee6fde584,QB,1992-03-29,29.1,,,28961.0,10183.0,2015.0,2512115.0,,2025,
,,,FA,,2903.0,550813.0,12149,1759997.0,shane carden,28704.0,10656.0,,,74.0,218.0,Shane Carden,,,,17371.0,East Carolina,be150d73-b833-46ea-ac6e-77e46d6d6c08,QB,1991-11-11,29.5,,,28704.0,10177.0,2015.0,,,2025,
1.0,10.0,TG3II,FA,13912.0,2315.0,694641.0,12150,2000877.0,todd gurley,28398.0,10288.0,todd-gurley-1,,73.0,227.0,Todd Gurley,,00-0032241,GurlTo01,16771.0,Georgia,14263792-d1d3-4b0c-85f7-2a85b4aed6f1,RB,1994-08-03,29.5,,10.0,28398.0,10147.0,2015.0,2977644.0,9443.0,2025,
1.0,15.0,Melvingordon25,FA,13903.0,2320.0,606516.0,12151,1871347.0,melvin gordon,28403.0,10284.0,melvin-gordon-1,melvingordon/2552469,73.0,215.0,Melvin Gordon,,00-0032144,GordMe00,16776.0,Wisconsin,0f8ccece-d663-4069-944b-f318f64c60b7,RB,1993-04-13,32.2,606516.0,15.0,28403.0,10064.0,2015.0,2576434.0,9448.0,2025,
3.0,73.0,Teco_Raww,FA,13926.0,2378.0,696080.0,12152,2001839.0,tevin coleman,28461.0,10359.0,tevin-coleman-1,,73.0,210.0,Tevin Coleman,,00-0032058,ColeTe01,16834.0,Indiana,5827b78b-5150-4ba9-bc46-902428e99a31,RB,1993-04-16,31.9,696080.0,9.0,28461.0,10081.0,2015.0,2979477.0,9506.0,2025,
2.0,36.0,T_Yeldon,FA,13941.0,2341.0,651103.0,12153,1984224.0,tj yeldon,28424.0,10311.0,tj-yeldon-1,t.j.yeldon/2552471,73.0,223.0,T.J. Yeldon,,00-0032209,YeldT.00,16797.0,Alabama,d28afbc1-16c0-4012-b24a-1bd99817e8a9,RB,1993-10-02,29.4,,4.0,28424.0,10056.0,2015.0,2976516.0,9469.0,2025,
5.0,149.0,JayTrain,FA,13940.0,2452.0,590921.0,12154,1825212.0,jay ajayi,28537.0,10361.0,jay-ajayi-1,jayajayi/2552582,72.0,223.0,Jay Ajayi,,00-0031590,AjayJa00,16909.0,Boise State,bb78a66a-a8ec-4294-8858-c7e5a1d15106,RB,1993-06-15,28.7,,13.0,28537.0,10082.0,2015.0,2573300.0,9582.0,2025,
2.0,54.0,Ameerguapo,FA,13924.0,2359.0,590796.0,12155,1824308.0,ameer abdullah,28442.0,10338.0,ameer-abdullah-1,,69.0,203.0,Ameer Abdullah,,00-0032104,AbduAm00,16815.0,Nebraska,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,RB,1993-06-13,32.1,590796.0,22.0,28442.0,10126.0,2015.0,2576336.0,9487.0,2025,
4.0,106.0,J_Lang33,FA,13946.0,2411.0,557370.0,12156,1762313.0,jeremy langford,28494.0,10473.0,jeremy-langford-1,jeremylangford/2552379,72.0,211.0,Jeremy Langford,,00-0031569,LangJe00,16867.0,Michigan State,6512b90e-d6b3-4719-bb0c-a75f97673f37,RB,1991-12-06,29.4,,7.0,28494.0,10186.0,2015.0,2515416.0,9539.0,2025,
3.0,77.0,DukeJohnson,FA,13939.0,2382.0,691583.0,12157,1998316.0,duke johnson,28465.0,10358.0,duke-johnson-1,dukejohnson/2552461,69.0,210.0,Duke Johnson,,00-0032257,JohnDu00,16838.0,Miami,31c376b7-2e10-473a-aa54-d9f709a5b93e,RB,1993-09-23,30.4,691583.0,13.0,28465.0,10084.0,2015.0,2969962.0,9510.0,2025,
5.0,138.0,DCobb27,FA,13945.0,2441.0,590769.0,12158,1824389.0,david cobb,28526.0,10369.0,david-cobb-1,davidcobb/2552376,71.0,229.0,David Cobb,,00-0032133,CobbDa00,16898.0,Minnesota,65e4d6cc-988b-42f6-9eef-4fc70eb8f564,RB,1993-06-03,27.9,,2.0,28526.0,10149.0,2015.0,2576303.0,9571.0,2025,
4.0,125.0,realbuckallen,FA,13944.0,2430.0,598989.0,12159,1851113.0,javorius allen,28513.0,10314.0,javorius-allen-1,,72.0,218.0,Javorius Allen,,00-0031577,AlleJa01,16886.0,USC,9173225c-4e88-4c87-ad78-41aa0d00a1be,RB,1991-08-27,29.7,,26.0,28513.0,10066.0,2015.0,2577253.0,9558.0,2025,
5.0,155.0,Karlos_Sr,FA,13951.0,2458.0,605426.0,12160,1860763.0,karlos williams,28543.0,10532.0,karlos-williams-1,karloswilliams/2552380,73.0,230.0,Karlos Williams,,00-0032152,WillKa01,16915.0,Florida State,4fca6010-11b6-4052-a097-8728c6174a08,RB,1993-05-04,28.0,,19.0,28543.0,10184.0,2015.0,2576817.0,9588.0,2025,
5.0,174.0,,FA,13942.0,2477.0,727272.0,12161,2061215.0,cameron artis-payne,28562.0,10364.0,cameron-artis-payne-1,,70.0,215.0,Cameron Artis-Payne,,00-0031599,ArtiCa00,16934.0,Auburn,f413d6fb-5105-4110-b915-d92840a3e656,RB,1990-06-23,31.7,,38.0,28562.0,10187.0,2015.0,3043097.0,9607.0,2025,
3.0,95.0,,FA,13947.0,2400.0,694617.0,12162,2000854.0,matt jones,28483.0,10493.0,matt-jones-3,mattjones/2552635,74.0,239.0,Matt Jones,,00-0031939,JoneMa04,16856.0,Florida,2641d36d-7c61-445f-980f-313671f2e8ce,RB,1992-11-17,28.5,,31.0,28483.0,10189.0,2015.0,2980105.0,9528.0,2025,
6.0,205.0,,FA,13952.0,2506.0,607390.0,12163,1878033.0,josh robinson,28593.0,10578.0,josh-robinson-2,,68.0,221.0,Josh Robinson,,00-0031611,RobiJo02,16965.0,Mississippi State,101d268b-9b66-44cd-80a3-2dcc341bdd7b,RB,1992-08-24,28.7,,29.0,28593.0,10194.0,2015.0,2577419.0,9638.0,2025,
4.0,126.0,,FA,13943.0,2431.0,694015.0,12164,2000079.0,mike davis,28514.0,10378.0,mike-davis-9,,69.0,217.0,Mike Davis,,00-0032063,DaviMi01,16887.0,South Carolina,e311a7a2-eddb-439c-86b4-b1f1984186bc,RB,1993-02-19,32.0,694015.0,27.0,28514.0,10083.0,2015.0,3025433.0,9559.0,2025,
,,,FA,,2597.0,557117.0,12165,2080283.0,michael dyer,29080.0,10383.0,,,69.0,220.0,Michael Dyer,,,,17065.0,Louisville,ef9ae26f-a34e-4d42-8448-e05cd8e120e7,RB,1990-10-13,30.6,,,29080.0,10206.0,2015.0,2516006.0,,2025,
,,,FA,,2556.0,589993.0,12166,1824836.0,terrence magee,28953.0,10666.0,,,69.0,220.0,Terrence Magee,,00-0031768,,17016.0,LSU,03e668c4-0249-4838-b633-f2f10a6759d0,RB,1993-03-16,28.1,,,28953.0,10195.0,2015.0,2577283.0,9864.0,2025,
7.0,235.0,noceilings27,HOU,14123.0,2534.0,589974.0,12167,1824828.0,kenny hilliard,28623.0,10608.0,kenny-hilliard-1,,71.0,226.0,Kenny Hilliard,,00-0031625,HillKe01,16994.0,LSU,73bc375f-ad2e-4a25-b5c9-8adb55497acf,RB,1991-10-31,29.5,,18.0,28623.0,10481.0,2015.0,2577288.0,9668.0,2025,
,,,FA,,,0.0,12168,1824784.0,dee hart,,,,,,,Dee Hart,,,,,Colorado State,,RB,,,,,,10204.0,2015.0,,,2025,
,,,FA,14403.0,2585.0,605730.0,12169,1865647.0,thomas rawls,28714.0,10420.0,,thomasrawls/2553733,69.0,215.0,Thomas Rawls,,00-0031897,,17050.0,Central Michigan,488c3707-26ee-4e1a-8742-494a06f77801,RB,1993-08-03,27.8,,,28714.0,10185.0,2015.0,2576237.0,9993.0,2025,
,,,FA,14286.0,2731.0,606496.0,12170,2174930.0,akeem hunt,28874.0,10724.0,,,70.0,185.0,Akeem Hunt,,00-0031743,,17199.0,Purdue,d6e545a7-281d-4a0d-8988-2a4340323529,RB,1993-02-22,28.2,,,28874.0,10197.0,2015.0,2576408.0,9839.0,2025,
3.0,86.0,,FA,13948.0,2391.0,552409.0,12171,1760290.0,david johnson,28474.0,10404.0,,davidjohnson/2553435,73.0,224.0,David Johnson,,00-0032187,JohnDa08,16847.0,Northern Iowa,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,RB,1991-12-16,32.2,552409.0,22.0,28474.0,10148.0,2015.0,2508176.0,9519.0,2025,
,,,FA,,,0.0,12172,,desmond roland,,,,,,,Desmond Roland,,,,,Oklahoma State,,RB,,,,,,,2015.0,,,2025,
1.0,32.0,MallyCat_28,FA,14024.0,2337.0,691336.0,12173,1996819.0,malcom brown,28420.0,10313.0,malcom-brown-1,malcombrown/2552483,74.0,320.0,Malcom Brown,,00-0032261,BrowMa01,16793.0,Texas,7f911008-146b-43e9-a292-9ad90c621087,DT,1994-02-02,30.0,691336.0,32.0,28420.0,10058.0,2015.0,2971698.0,9465.0,2025,
,,,FA,,2820.0,553700.0,12174,1760013.0,dominique brown,28781.0,10696.0,,,74.0,241.0,Dominique Brown,,,,17288.0,Louisville,52b0b58e-26c9-4d7c-a054-66bab4d700a1,RB,1991-12-27,29.4,,,28781.0,10207.0,2015.0,2511055.0,,2025,
1.0,4.0,AmariCooper9,FA,13894.0,2309.0,650914.0,12175,1984220.0,amari cooper,28392.0,10310.0,amari-cooper-1,amaricooper/2552487,73.0,210.0,Amari Cooper,269.0,00-0031544,CoopAm00,16765.0,Alabama,00f88be8-45f9-4237-b2b8-3271ec790d07,WR,1994-06-17,31.0,650914.0,4.0,28392.0,10055.0,2015.0,2976499.0,9437.0,2025,
1.0,14.0,DeVanteParker09,FA,13897.0,2319.0,602241.0,12176,1851283.0,devante parker,28402.0,10415.0,devante-parker-1,devanteparker/2552409,75.0,218.0,DeVante Parker,,00-0031547,ParkDe01,16775.0,Louisville,e9ee9209-dd8f-4e4a-be3c-407756a2749c,WR,1993-01-20,32.1,602241.0,14.0,28402.0,10152.0,2015.0,2576623.0,9447.0,2025,
1.0,7.0,kwhite8,FA,13899.0,2312.0,728038.0,12177,2060558.0,kevin white,28395.0,10427.0,kevin-white-6,kevinwhite/2553432,75.0,216.0,Kevin White,,00-0031545,WhitKe00,16768.0,West Virginia,5b496c58-83ef-4763-b1e0-5f052af46b3e,WR,1992-06-25,31.6,728038.0,7.0,28395.0,10151.0,2015.0,3042435.0,9440.0,2025,
3.0,87.0,sammiecoates11,FA,13911.0,2392.0,593296.0,12178,1824794.0,sammie coates,28475.0,10285.0,sammie-coates-1,sammiecoates/2552470,73.0,212.0,Sammie Coates,,00-0032166,CoatSa00,16848.0,Auburn,52d09eea-a580-447a-8062-5841d5a9c8b3,WR,1993-03-31,28.1,,23.0,28475.0,10211.0,2015.0,2574549.0,9520.0,2025,
3.0,70.0,JaelenStrong,FA,13906.0,2375.0,732795.0,12179,2061051.0,jaelen strong,28458.0,10287.0,jaelen-strong-1,,74.0,220.0,Jaelen Strong,,00-0031560,StroJa01,16831.0,Arizona State,704b9da0-2a07-4f64-be2e-dc9897d24e63,WR,1994-01-25,27.3,,6.0,28458.0,10023.0,2015.0,3043263.0,9503.0,2025,
2.0,40.0,DorialGB5,FA,13904.0,2345.0,689897.0,12180,1996129.0,dorial green-beckham,28428.0,10395.0,dorial-green-beckham-1,dorialgreen-beckham/2552491,77.0,237.0,Dorial Green-Beckham,,00-0032218,GreeDo00,16801.0,Oklahoma,5a6b3b96-6785-4eb3-99b3-c51a96b9fb4d,WR,1993-04-12,28.1,,8.0,28428.0,10035.0,2015.0,2971433.0,9473.0,2025,
1.0,20.0,nelsonagholor,FA,13969.0,2325.0,691055.0,12181,1996508.0,nelson agholor,28408.0,10360.0,nelson-agholor-1,nelsonagholor/2552600,72.0,200.0,Nelson Agholor,,00-0031549,AghoNe00,16781.0,USC,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,WR,1993-05-24,32.1,691055.0,20.0,28408.0,10132.0,2015.0,2971618.0,9453.0,2025,
2.0,37.0,dsmithosu,FA,13974.0,2342.0,462223.0,12182,1871319.0,devin smith,28425.0,10423.0,devin-smith-2,devinsmith/2553434,73.0,205.0,Devin Smith,,00-0031934,SmitDe04,16798.0,Ohio State,ca2d277b-835d-4f4b-bf3a-3993001d71d8,WR,1992-03-03,31.0,606485.0,5.0,28425.0,10209.0,2015.0,2576395.0,9470.0,2025,
5.0,139.0,RG80_,FA,13972.0,2442.0,605413.0,12183,1860750.0,rashad greene,28527.0,10397.0,rashad-greene-1,rashadgreene/2552425,71.0,190.0,Rashad Greene,,00-0032170,GreeRa00,16899.0,Florida State,73d6cb8a-3d72-4a6a-b3c9-fe61dfd1bd41,WR,1992-09-23,28.6,,3.0,900026.0,10212.0,2015.0,2576785.0,9572.0,2025,
4.0,105.0,,FA,13976.0,2410.0,599649.0,12184,1850749.0,jamison crowder,28493.0,10373.0,jamison-crowder-1,jamisoncrowder/2552415,69.0,177.0,Jamison Crowder,,00-0031941,CrowJa00,16866.0,Duke,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,WR,1993-06-17,32.0,599649.0,6.0,28493.0,10224.0,2015.0,2576716.0,9538.0,2025,
4.0,107.0,FreakMagic2,FA,13970.0,2412.0,557415.0,12185,1762379.0,justin hardy,28495.0,10399.0,justin-hardy-1,,70.0,192.0,Justin Hardy,,00-0031570,HardJu00,16868.0,East Carolina,052a93cf-8536-4a12-9831-84b27e8608da,WR,1991-12-18,30.2,,8.0,28495.0,10228.0,2015.0,2518678.0,9540.0,2025,
5.0,146.0,stefon_diggs,NEP,13981.0,2449.0,694041.0,12186,2000038.0,stefon diggs,28534.0,10380.0,stefon-diggs-1,,72.0,191.0,Stefon Diggs,262.0,00-0031588,DiggSt00,16906.0,Maryland,a1c40664-b265-4083-aad2-54b4c734f2c5,WR,1993-11-29,31.6,694041.0,10.0,28534.0,10133.0,2015.0,2976212.0,9579.0,2025,
3.0,69.0,TDLockett12,TEN,13971.0,2374.0,605242.0,12187,1860834.0,tyler lockett,28457.0,10408.0,tyler-lockett-1,tylerlockett/2552430,70.0,182.0,Tyler Lockett,285.0,00-0032211,LockTy00,16830.0,Kansas State,dffa69ad-331e-4f09-ae38-40a5a4406be6,WR,1992-09-28,32.8,605242.0,5.0,28457.0,10161.0,2015.0,2577327.0,9502.0,2025,
1.0,29.0,Dorsett_4,FA,13979.0,2334.0,596417.0,12188,1836058.0,phillip dorsett,28417.0,10381.0,phillip-dorsett-1,,70.0,185.0,Phillip Dorsett,,00-0032208,DorsPh00,16790.0,Miami,c682e8ea-fe48-45d2-af60-682a6125ab22,WR,1993-01-05,32.5,596417.0,29.0,28417.0,10208.0,2015.0,2579604.0,9462.0,2025,
5.0,156.0,Tony_Lippett14,FA,13973.0,2459.0,557362.0,12189,1762314.0,tony lippett,28544.0,10533.0,tony-lippett-1,tonylippett/2552427,74.0,192.0,Tony Lippett,,00-0031594,LippTo00,16916.0,Michigan State,c0cfe76c-0633-4b6b-b282-02ca9911cabd,CB,1992-07-02,28.8,,20.0,28544.0,10227.0,2015.0,2515418.0,9589.0,2025,
,,,FA,,2713.0,562355.0,12190,1766833.0,josh harper,28866.0,10670.0,,,73.0,185.0,Josh Harper,,,,17181.0,Fresno State,53d67ecf-bd7b-4ffe-a1fb-75e1ad2fd546,WR,1991-12-01,29.4,,,28866.0,10229.0,2015.0,2517237.0,,2025,
,,,FA,,2891.0,652243.0,12191,2174849.0,deontay greenberry,29015.0,10396.0,,,74.0,210.0,Deontay Greenberry,,,,17359.0,Houston,b01ad0be-047d-48e2-afe9-026124e704bd,WR,1994-03-07,27.2,,,,10036.0,2015.0,2981502.0,,2025,
,,,FA,13980.0,2587.0,543747.0,12192,1752624.0,dres anderson,28793.0,10677.0,,,74.0,190.0,Dres Anderson,,00-0031504,,17052.0,Utah,b4659f0e-7262-40df-a45c-2bc7042e882a,WR,1992-07-20,28.8,,,28793.0,10220.0,2015.0,2514542.0,9690.0,2025,
,,,FA,,2580.0,591602.0,12193,1824582.0,titus davis,28678.0,10691.0,,titusdavis/2553874,73.0,200.0,Titus Davis,,,,17045.0,Central Michigan,d4d87b69-55b3-4d6a-b9c1-49d9b36c266c,WR,1993-01-03,28.3,,,28678.0,10218.0,2015.0,2574420.0,,2025,
,,,FA,,2593.0,557235.0,12194,1762145.0,antwan goodley,29014.0,10647.0,,antwangoodley/2553526/,70.0,212.0,Antwan Goodley,,,,17060.0,Baylor,e6232fb6-d246-41a8-b6d4-844c8c54cd5d,WR,1991-09-06,29.7,,,29014.0,10217.0,2015.0,2512996.0,,2025,
5.0,162.0,AFRO_THUNDER80,FA,13986.0,2465.0,540610.0,12195,1751721.0,kenny bell,28550.0,10538.0,kenny-bell-2,,73.0,188.0,Kenny Bell,,00-0032113,BellKe02,16922.0,Nebraska,16b3f403-d14e-44f4-9046-0d8ede0687ce,WR,1992-02-25,29.2,,26.0,28550.0,10219.0,2015.0,2514150.0,9595.0,2025,
4.0,123.0,Vince_Mayle,FA,13978.0,2428.0,749539.0,12196,2079732.0,vince mayle,28511.0,10412.0,vince-mayle-1,vincemayle/2552431,74.0,247.0,Vince Mayle,,00-0032188,MaylVi00,16884.0,Washington State,34cab90e-62e4-4d0c-a7ca-bbba76a2c6b0,TE,1991-06-12,29.9,,24.0,28511.0,10213.0,2015.0,3052066.0,9556.0,2025,
1.0,26.0,B_Perriman11,FA,13975.0,2331.0,652808.0,12197,1984950.0,breshad perriman,28414.0,10357.0,breshad-perriman-1,,74.0,215.0,Breshad Perriman,,00-0032054,PerrBr02,16787.0,Central Florida,0dc98d11-34e4-46f6-96a6-7707c6f29500,WR,1993-09-10,31.5,652808.0,26.0,28414.0,10069.0,2015.0,2972460.0,9459.0,2025,
,,,FA,,2700.0,557244.0,12198,2174834.0,levi norwood,28696.0,10769.0,,levinorwood/2553575,72.0,197.0,Levi Norwood,,,,17168.0,Baylor,89290310-e176-4f2c-a2b7-772437dfb720,WR,1992-06-16,28.9,,,28696.0,10534.0,2015.0,2513009.0,,2025,
,,,FA,,3021.0,543238.0,12199,2174920.0,devin gardner,28984.0,10392.0,,,76.0,216.0,Devin Gardner,,,,17625.0,Michigan,f6ae96ba-7fcc-4d6a-9573-4f7001758968,WR,1991-12-14,29.4,,,,10536.0,2015.0,,,2025,
,,,FA,,2584.0,542547.0,12200,2175134.0,austin hill,28710.0,10709.0,,,74.0,214.0,Austin Hill,,,,17049.0,Arizona,47cc8e2e-6dc1-458f-9bbc-5783434516d8,WR,1991-07-17,29.8,,,28710.0,10235.0,2015.0,2516901.0,,2025,
,,,FA,14254.0,2721.0,690965.0,12201,2174921.0,chris harper,28985.0,10967.0,,chrisharper/2553652,71.0,185.0,Chris Harper,,00-0031854,,17189.0,California,bbdb52d4-cbc6-473d-999c-fc7c518e55b1,WR,1993-12-07,27.4,,,28985.0,10240.0,2015.0,2978196.0,9950.0,2025,
,,,FA,,2938.0,693329.0,12202,1999651.0,cam worthy,28958.0,10886.0,,,75.0,212.0,Cam Worthy,,,,17408.0,East Carolina,a9770d45-8e86-4e8e-af09-b88afcf96349,WR,1992-04-06,29.1,,,28958.0,10537.0,2015.0,,,2025,
,,,FA,,2573.0,608906.0,12203,1888751.0,davaris daniels,28836.0,10374.0,,,73.0,201.0,DaVaris Daniels,,,,17038.0,Notre Dame,4dc15ea6-09ee-4a4d-b163-817fbbddfedf,WR,1992-12-18,28.4,,,28836.0,10242.0,2015.0,2579839.0,,2025,
